flight_id,date,year,month,day,hour,carrier,carrier_name,origin,origin_city,dest,dest_city,dep_delay,arr_delay,distance
7750,2024-11-18,2024,11,18,22,AA,American Airlines,ATL,Atlanta,BOS,Boston,10.8,9.7,210
7751,2024-11-18,2024,11,18,23,NK,Spirit Airlines,JFK,New York,DFW,Dallas,16.4,14.8,858
7752,2024-11-19,2024,11,19,0,UA,United Airlines,JFK,New York,LAX,Los Angeles,6.1,5.5,1314
7753,2024-11-19,2024,11,19,1,UA,United Airlines,LAX,Los Angeles,JFK,New York,11.7,10.5,2203
7754,2024-11-19,2024,11,19,2,NK,Spirit Airlines,DFW,Dallas,ATL,Atlanta,0.0,0.0,1175
7755,2024-11-19,2024,11,19,3,UA,United Airlines,LAX,Los Angeles,JFK,New York,16.2,14.6,1170
7756,2024-11-19,2024,11,19,4,UA,United Airlines,DEN,Denver,ATL,Atlanta,13.3,12.0,2633
7757,2024-11-19,2024,11,19,5,AA,American Airlines,JFK,New York,LAX,Los Angeles,5.4,4.9,353
7758,2024-11-19,2024,11,19,6,AS,Alaska Airlines,JFK,New York,SFO,San Francisco,10.9,9.8,1167
7759,2024-11-19,2024,11,19,7,AA,American Airlines,ORD,Chicago,DEN,Denver,22.1,19.9,1874
7760,2024-11-19,2024,11,19,8,UA,United Airlines,BOS,Boston,ORD,Chicago,33.6,30.2,1661
7761,2024-11-19,2024,11,19,9,AS,Alaska Airlines,ORD,Chicago,ATL,Atlanta,32.5,29.3,1624
7762,2024-11-19,2024,11,19,10,AS,Alaska Airlines,BOS,Boston,SFO,San Francisco,4.8,4.3,1062
7763,2024-11-19,2024,11,19,11,DL,Delta Air Lines,DFW,Dallas,LAX,Los Angeles,13.0,11.7,2711
7764,2024-11-19,2024,11,19,12,UA,United Airlines,JFK,New York,ATL,Atlanta,4.5,4.1,1311
7765,2024-11-19,2024,11,19,13,NK,Spirit Airlines,LAX,Los Angeles,DEN,Denver,6.3,5.7,1327
7766,2024-11-19,2024,11,19,14,DL,Delta Air Lines,JFK,New York,ATL,Atlanta,5.7,5.1,1849
7767,2024-11-19,2024,11,19,15,UA,United Airlines,SFO,San Francisco,LAX,Los Angeles,22.0,19.8,1690
7768,2024-11-19,2024,11,19,16,NK,Spirit Airlines,JFK,New York,DFW,Dallas,22.5,20.3,2426
7769,2024-11-19,2024,11,19,17,WN,Southwest Airlines,BOS,Boston,ATL,Atlanta,11.1,10.0,2156
7770,2024-11-19,2024,11,19,18,WN,Southwest Airlines,BOS,Boston,JFK,New York,28.8,25.9,1329
7771,2024-11-19,2024,11,19,19,WN,Southwest Airlines,SFO,San Francisco,JFK,New York,11.9,10.7,2283
7772,2024-11-19,2024,11,19,20,WN,Southwest Airlines,ORD,Chicago,JFK,New York,17.3,15.6,1186
7773,2024-11-19,2024,11,19,21,WN,Southwest Airlines,ATL,Atlanta,SFO,San Francisco,1.1,1.0,1259
7774,2024-11-19,2024,11,19,22,NK,Spirit Airlines,LAX,Los Angeles,ORD,Chicago,7.7,6.9,1460
7775,2024-11-19,2024,11,19,23,AS,Alaska Airlines,JFK,New York,BOS,Boston,0.0,0.0,422
7776,2024-11-20,2024,11,20,0,NK,Spirit Airlines,BOS,Boston,SFO,San Francisco,0.9,0.8,2187
7777,2024-11-20,2024,11,20,1,AS,Alaska Airlines,ORD,Chicago,JFK,New York,14.0,12.6,2495
7778,2024-11-20,2024,11,20,2,UA,United Airlines,ORD,Chicago,SFO,San Francisco,0.0,0.0,898
7779,2024-11-20,2024,11,20,3,UA,United Airlines,BOS,Boston,ATL,Atlanta,0.0,0.0,1173
7780,2024-11-20,2024,11,20,4,B6,JetBlue,ATL,Atlanta,ORD,Chicago,19.7,17.7,1411
7781,2024-11-20,2024,11,20,5,AA,American Airlines,LAX,Los Angeles,DFW,Dallas,17.8,16.0,2345
7782,2024-11-20,2024,11,20,6,AS,Alaska Airlines,ATL,Atlanta,DFW,Dallas,16.3,14.7,1685
7783,2024-11-20,2024,11,20,7,AA,American Airlines,LAX,Los Angeles,ORD,Chicago,19.3,17.4,2680
7784,2024-11-20,2024,11,20,8,WN,Southwest Airlines,ORD,Chicago,BOS,Boston,9.3,8.4,2484
7785,2024-11-20,2024,11,20,9,B6,JetBlue,DFW,Dallas,SFO,San Francisco,26.6,23.9,2504
7786,2024-11-20,2024,11,20,10,NK,Spirit Airlines,DFW,Dallas,BOS,Boston,14.3,12.9,1411
7787,2024-11-20,2024,11,20,11,WN,Southwest Airlines,JFK,New York,ORD,Chicago,6.2,5.6,1823
7788,2024-11-20,2024,11,20,12,WN,Southwest Airlines,BOS,Boston,SFO,San Francisco,12.3,11.1,320
7789,2024-11-20,2024,11,20,13,B6,JetBlue,DEN,Denver,DFW,Dallas,11.7,10.5,2795
7790,2024-11-20,2024,11,20,14,B6,JetBlue,LAX,Los Angeles,SFO,San Francisco,6.7,6.0,1551
7791,2024-11-20,2024,11,20,15,UA,United Airlines,DEN,Denver,BOS,Boston,20.8,18.7,249
7792,2024-11-20,2024,11,20,16,WN,Southwest Airlines,BOS,Boston,LAX,Los Angeles,9.9,8.9,2699
7793,2024-11-20,2024,11,20,17,AA,American Airlines,LAX,Los Angeles,DEN,Denver,40.8,36.7,1885
7794,2024-11-20,2024,11,20,18,B6,JetBlue,DFW,Dallas,DEN,Denver,38.5,34.7,824
7795,2024-11-20,2024,11,20,19,UA,United Airlines,SFO,San Francisco,JFK,New York,35.1,31.6,824
7796,2024-11-20,2024,11,20,20,AS,Alaska Airlines,LAX,Los Angeles,ORD,Chicago,29.7,26.7,718
7797,2024-11-20,2024,11,20,21,AA,American Airlines,JFK,New York,DFW,Dallas,14.2,12.8,605
7798,2024-11-20,2024,11,20,22,DL,Delta Air Lines,BOS,Boston,LAX,Los Angeles,16.8,15.1,335
7799,2024-11-20,2024,11,20,23,B6,JetBlue,BOS,Boston,ATL,Atlanta,0.4,0.4,576
7800,2024-11-21,2024,11,21,0,B6,JetBlue,DFW,Dallas,LAX,Los Angeles,10.1,9.1,946
7801,2024-11-21,2024,11,21,1,DL,Delta Air Lines,ATL,Atlanta,BOS,Boston,0.0,0.0,1932
7802,2024-11-21,2024,11,21,2,NK,Spirit Airlines,ATL,Atlanta,DEN,Denver,0.0,0.0,1580
7803,2024-11-21,2024,11,21,3,B6,JetBlue,ORD,Chicago,JFK,New York,17.1,15.4,1957
7804,2024-11-21,2024,11,21,4,WN,Southwest Airlines,LAX,Los Angeles,ATL,Atlanta,23.1,20.8,527
7805,2024-11-21,2024,11,21,5,AA,American Airlines,DEN,Denver,ORD,Chicago,21.4,19.3,1019
7806,2024-11-21,2024,11,21,6,AA,American Airlines,BOS,Boston,DFW,Dallas,7.2,6.5,2341
7807,2024-11-21,2024,11,21,7,DL,Delta Air Lines,BOS,Boston,JFK,New York,39.5,35.6,1280
7808,2024-11-21,2024,11,21,8,AS,Alaska Airlines,ATL,Atlanta,DEN,Denver,34.0,30.6,1279
7809,2024-11-21,2024,11,21,9,AA,American Airlines,ATL,Atlanta,DFW,Dallas,30.0,27.0,2525
7810,2024-11-21,2024,11,21,10,WN,Southwest Airlines,DFW,Dallas,LAX,Los Angeles,24.9,22.4,830
7811,2024-11-21,2024,11,21,11,AA,American Airlines,JFK,New York,SFO,San Francisco,9.3,8.4,2079
7812,2024-11-21,2024,11,21,12,AA,American Airlines,ORD,Chicago,BOS,Boston,15.5,14.0,1047
7813,2024-11-21,2024,11,21,13,NK,Spirit Airlines,SFO,San Francisco,DEN,Denver,16.2,14.6,1272
7814,2024-11-21,2024,11,21,14,B6,JetBlue,JFK,New York,BOS,Boston,16.8,15.1,749
7815,2024-11-21,2024,11,21,15,UA,United Airlines,DFW,Dallas,DEN,Denver,5.9,5.3,1133
7816,2024-11-21,2024,11,21,16,AS,Alaska Airlines,JFK,New York,ATL,Atlanta,12.7,11.4,2269
7817,2024-11-21,2024,11,21,17,WN,Southwest Airlines,DEN,Denver,ORD,Chicago,26.7,24.0,529
7818,2024-11-21,2024,11,21,18,NK,Spirit Airlines,SFO,San Francisco,ORD,Chicago,28.7,25.8,323
7819,2024-11-21,2024,11,21,19,NK,Spirit Airlines,ATL,Atlanta,BOS,Boston,29.6,26.6,1308
7820,2024-11-21,2024,11,21,20,UA,United Airlines,JFK,New York,ORD,Chicago,7.5,6.8,798
7821,2024-11-21,2024,11,21,21,UA,United Airlines,ATL,Atlanta,BOS,Boston,14.6,13.1,1137
7822,2024-11-21,2024,11,21,22,WN,Southwest Airlines,SFO,San Francisco,DEN,Denver,2.7,2.4,841
7823,2024-11-21,2024,11,21,23,NK,Spirit Airlines,SFO,San Francisco,JFK,New York,4.2,3.8,2172
7824,2024-11-22,2024,11,22,0,WN,Southwest Airlines,DEN,Denver,DFW,Dallas,0.0,0.0,2474
7825,2024-11-22,2024,11,22,1,UA,United Airlines,DFW,Dallas,DEN,Denver,0.0,0.0,2307
7826,2024-11-22,2024,11,22,2,UA,United Airlines,JFK,New York,ORD,Chicago,13.9,12.5,1144
7827,2024-11-22,2024,11,22,3,AS,Alaska Airlines,DFW,Dallas,BOS,Boston,0.0,0.0,2602
7828,2024-11-22,2024,11,22,4,UA,United Airlines,JFK,New York,ORD,Chicago,9.5,8.6,2256
7829,2024-11-22,2024,11,22,5,AA,American Airlines,JFK,New York,LAX,Los Angeles,17.8,16.0,2067
7830,2024-11-22,2024,11,22,6,UA,United Airlines,ORD,Chicago,DFW,Dallas,0.0,0.0,2415
7831,2024-11-22,2024,11,22,7,DL,Delta Air Lines,SFO,San Francisco,ATL,Atlanta,22.1,19.9,2281
7832,2024-11-22,2024,11,22,8,AA,American Airlines,SFO,San Francisco,BOS,Boston,17.4,15.7,2022
7833,2024-11-22,2024,11,22,9,AA,American Airlines,DEN,Denver,DFW,Dallas,25.0,22.5,1297
7834,2024-11-22,2024,11,22,10,B6,JetBlue,DEN,Denver,JFK,New York,16.2,14.6,1895
7835,2024-11-22,2024,11,22,11,AS,Alaska Airlines,ORD,Chicago,BOS,Boston,14.0,12.6,1709
7836,2024-11-22,2024,11,22,12,WN,Southwest Airlines,SFO,San Francisco,LAX,Los Angeles,12.2,11.0,2453
7837,2024-11-22,2024,11,22,13,DL,Delta Air Lines,DFW,Dallas,ORD,Chicago,16.1,14.5,497
7838,2024-11-22,2024,11,22,14,NK,Spirit Airlines,LAX,Los Angeles,DEN,Denver,0.0,0.0,1541
7839,2024-11-22,2024,11,22,15,WN,Southwest Airlines,DFW,Dallas,DEN,Denver,6.5,5.9,1797
7840,2024-11-22,2024,11,22,16,AA,American Airlines,ATL,Atlanta,ORD,Chicago,12.9,11.6,1331
7841,2024-11-22,2024,11,22,17,NK,Spirit Airlines,ATL,Atlanta,BOS,Boston,22.8,20.5,1661
7842,2024-11-22,2024,11,22,18,DL,Delta Air Lines,LAX,Los Angeles,JFK,New York,29.0,26.1,1034
7843,2024-11-22,2024,11,22,19,DL,Delta Air Lines,SFO,San Francisco,LAX,Los Angeles,33.9,30.5,303
7844,2024-11-22,2024,11,22,20,WN,Southwest Airlines,JFK,New York,DFW,Dallas,11.8,10.6,1536
7845,2024-11-22,2024,11,22,21,NK,Spirit Airlines,BOS,Boston,ATL,Atlanta,30.5,27.5,890
7846,2024-11-22,2024,11,22,22,NK,Spirit Airlines,SFO,San Francisco,JFK,New York,7.6,6.8,1170
7847,2024-11-22,2024,11,22,23,AA,American Airlines,DEN,Denver,BOS,Boston,15.1,13.6,2064
7848,2024-11-23,2024,11,23,0,AA,American Airlines,SFO,San Francisco,JFK,New York,14.3,12.9,2377
7849,2024-11-23,2024,11,23,1,AA,American Airlines,JFK,New York,SFO,San Francisco,11.4,10.3,2038
7850,2024-11-23,2024,11,23,2,UA,United Airlines,BOS,Boston,DEN,Denver,17.9,16.1,236
7851,2024-11-23,2024,11,23,3,NK,Spirit Airlines,JFK,New York,DEN,Denver,2.5,2.3,2710
7852,2024-11-23,2024,11,23,4,UA,United Airlines,ORD,Chicago,LAX,Los Angeles,20.0,18.0,1984
7853,2024-11-23,2024,11,23,5,DL,Delta Air Lines,SFO,San Francisco,ATL,Atlanta,23.9,21.5,571
7854,2024-11-23,2024,11,23,6,WN,Southwest Airlines,BOS,Boston,ATL,Atlanta,24.5,22.1,2186
7855,2024-11-23,2024,11,23,7,AS,Alaska Airlines,BOS,Boston,ATL,Atlanta,24.1,21.7,533
7856,2024-11-23,2024,11,23,8,B6,JetBlue,JFK,New York,DEN,Denver,14.9,13.4,322
7857,2024-11-23,2024,11,23,9,AS,Alaska Airlines,DEN,Denver,DFW,Dallas,21.8,19.6,1408
7858,2024-11-23,2024,11,23,10,NK,Spirit Airlines,DFW,Dallas,LAX,Los Angeles,17.6,15.8,2729
7859,2024-11-23,2024,11,23,11,AS,Alaska Airlines,DFW,Dallas,ORD,Chicago,7.6,6.8,1279
7860,2024-11-23,2024,11,23,12,AA,American Airlines,JFK,New York,LAX,Los Angeles,25.0,22.5,371
7861,2024-11-23,2024,11,23,13,WN,Southwest Airlines,ATL,Atlanta,DEN,Denver,16.8,15.1,1792
7862,2024-11-23,2024,11,23,14,AA,American Airlines,ATL,Atlanta,LAX,Los Angeles,21.8,19.6,2013
7863,2024-11-23,2024,11,23,15,B6,JetBlue,DEN,Denver,SFO,San Francisco,18.8,16.9,649
7864,2024-11-23,2024,11,23,16,AS,Alaska Airlines,DEN,Denver,BOS,Boston,5.6,5.0,2377
7865,2024-11-23,2024,11,23,17,AA,American Airlines,DEN,Denver,SFO,San Francisco,11.7,10.5,2273
7866,2024-11-23,2024,11,23,18,B6,JetBlue,DFW,Dallas,ORD,Chicago,24.5,22.1,935
7867,2024-11-23,2024,11,23,19,AA,American Airlines,ATL,Atlanta,BOS,Boston,24.3,21.9,2119
7868,2024-11-23,2024,11,23,20,NK,Spirit Airlines,JFK,New York,DFW,Dallas,9.4,8.5,1423
7869,2024-11-23,2024,11,23,21,AA,American Airlines,LAX,Los Angeles,DFW,Dallas,18.2,16.4,1356
7870,2024-11-23,2024,11,23,22,DL,Delta Air Lines,JFK,New York,SFO,San Francisco,1.1,1.0,2477
7871,2024-11-23,2024,11,23,23,DL,Delta Air Lines,DFW,Dallas,DEN,Denver,0.0,0.0,1530
7872,2024-11-24,2024,11,24,0,UA,United Airlines,ATL,Atlanta,JFK,New York,0.0,0.0,1636
7873,2024-11-24,2024,11,24,1,AS,Alaska Airlines,SFO,San Francisco,BOS,Boston,4.1,3.7,1491
7874,2024-11-24,2024,11,24,2,NK,Spirit Airlines,BOS,Boston,LAX,Los Angeles,0.0,0.0,693
7875,2024-11-24,2024,11,24,3,AA,American Airlines,DEN,Denver,ATL,Atlanta,0.0,0.0,2771
7876,2024-11-24,2024,11,24,4,NK,Spirit Airlines,ATL,Atlanta,LAX,Los Angeles,30.4,27.4,1504
7877,2024-11-24,2024,11,24,5,B6,JetBlue,JFK,New York,DFW,Dallas,25.3,22.8,1849
7878,2024-11-24,2024,11,24,6,AA,American Airlines,SFO,San Francisco,ATL,Atlanta,11.7,10.5,396
7879,2024-11-24,2024,11,24,7,WN,Southwest Airlines,LAX,Los Angeles,JFK,New York,16.1,14.5,303
7880,2024-11-24,2024,11,24,8,UA,United Airlines,DEN,Denver,BOS,Boston,31.5,28.4,2313
7881,2024-11-24,2024,11,24,9,NK,Spirit Airlines,DFW,Dallas,ATL,Atlanta,26.1,23.5,788
7882,2024-11-24,2024,11,24,10,DL,Delta Air Lines,DEN,Denver,SFO,San Francisco,10.4,9.4,1866
7883,2024-11-24,2024,11,24,11,NK,Spirit Airlines,ORD,Chicago,BOS,Boston,4.6,4.1,527
7884,2024-11-24,2024,11,24,12,AS,Alaska Airlines,LAX,Los Angeles,BOS,Boston,8.7,7.8,1855
7885,2024-11-24,2024,11,24,13,DL,Delta Air Lines,BOS,Boston,JFK,New York,11.8,10.6,909
7886,2024-11-24,2024,11,24,14,WN,Southwest Airlines,ORD,Chicago,DEN,Denver,20.7,18.6,1028
7887,2024-11-24,2024,11,24,15,AS,Alaska Airlines,LAX,Los Angeles,BOS,Boston,15.3,13.8,1962
7888,2024-11-24,2024,11,24,16,UA,United Airlines,LAX,Los Angeles,DFW,Dallas,15.1,13.6,2692
7889,2024-11-24,2024,11,24,17,UA,United Airlines,DFW,Dallas,SFO,San Francisco,31.2,28.1,2102
7890,2024-11-24,2024,11,24,18,B6,JetBlue,JFK,New York,ORD,Chicago,30.0,27.0,2294
7891,2024-11-24,2024,11,24,19,DL,Delta Air Lines,ATL,Atlanta,DFW,Dallas,37.6,33.8,2231
7892,2024-11-24,2024,11,24,20,WN,Southwest Airlines,DFW,Dallas,BOS,Boston,18.5,16.7,756
7893,2024-11-24,2024,11,24,21,WN,Southwest Airlines,SFO,San Francisco,DEN,Denver,4.5,4.1,2319
7894,2024-11-24,2024,11,24,22,UA,United Airlines,SFO,San Francisco,DEN,Denver,0.0,0.0,2490
7895,2024-11-24,2024,11,24,23,UA,United Airlines,DFW,Dallas,LAX,Los Angeles,4.0,3.6,468
7896,2024-11-25,2024,11,25,0,AA,American Airlines,ATL,Atlanta,BOS,Boston,3.8,3.4,1837
7897,2024-11-25,2024,11,25,1,AS,Alaska Airlines,DEN,Denver,DFW,Dallas,3.6,3.2,1049
7898,2024-11-25,2024,11,25,2,B6,JetBlue,DEN,Denver,SFO,San Francisco,10.6,9.5,1232
7899,2024-11-25,2024,11,25,3,AS,Alaska Airlines,BOS,Boston,JFK,New York,11.9,10.7,1571
7900,2024-11-25,2024,11,25,4,WN,Southwest Airlines,LAX,Los Angeles,JFK,New York,21.3,19.2,412
7901,2024-11-25,2024,11,25,5,UA,United Airlines,DFW,Dallas,SFO,San Francisco,8.2,7.4,1657
7902,2024-11-25,2024,11,25,6,NK,Spirit Airlines,DFW,Dallas,DEN,Denver,21.2,19.1,1531
7903,2024-11-25,2024,11,25,7,WN,Southwest Airlines,LAX,Los Angeles,ORD,Chicago,22.0,19.8,1188
7904,2024-11-25,2024,11,25,8,DL,Delta Air Lines,JFK,New York,DEN,Denver,28.0,25.2,2332
7905,2024-11-25,2024,11,25,9,AS,Alaska Airlines,DEN,Denver,SFO,San Francisco,19.0,17.1,2241
7906,2024-11-25,2024,11,25,10,UA,United Airlines,BOS,Boston,ATL,Atlanta,1.5,1.4,1039
7907,2024-11-25,2024,11,25,11,AS,Alaska Airlines,ORD,Chicago,LAX,Los Angeles,19.4,17.5,2667
7908,2024-11-25,2024,11,25,12,DL,Delta Air Lines,DEN,Denver,SFO,San Francisco,5.9,5.3,2205
7909,2024-11-25,2024,11,25,13,UA,United Airlines,JFK,New York,ATL,Atlanta,30.1,27.1,1594
7910,2024-11-25,2024,11,25,14,NK,Spirit Airlines,JFK,New York,DFW,Dallas,10.0,9.0,1150
7911,2024-11-25,2024,11,25,15,B6,JetBlue,JFK,New York,BOS,Boston,21.1,19.0,539
7912,2024-11-25,2024,11,25,16,UA,United Airlines,DEN,Denver,LAX,Los Angeles,15.9,14.3,1845
7913,2024-11-25,2024,11,25,17,AA,American Airlines,SFO,San Francisco,BOS,Boston,21.6,19.4,1675
7914,2024-11-25,2024,11,25,18,UA,United Airlines,JFK,New York,DFW,Dallas,22.5,20.3,2159
7915,2024-11-25,2024,11,25,19,NK,Spirit Airlines,ORD,Chicago,ATL,Atlanta,50.5,45.5,1579
7916,2024-11-25,2024,11,25,20,NK,Spirit Airlines,DFW,Dallas,ORD,Chicago,13.0,11.7,2275
7917,2024-11-25,2024,11,25,21,AS,Alaska Airlines,LAX,Los Angeles,BOS,Boston,21.7,19.5,662
7918,2024-11-25,2024,11,25,22,AA,American Airlines,BOS,Boston,SFO,San Francisco,6.7,6.0,2062
7919,2024-11-25,2024,11,25,23,UA,United Airlines,LAX,Los Angeles,ATL,Atlanta,10.0,9.0,1344
7920,2024-11-26,2024,11,26,0,UA,United Airlines,DFW,Dallas,SFO,San Francisco,11.5,10.4,937
7921,2024-11-26,2024,11,26,1,B6,JetBlue,BOS,Boston,JFK,New York,0.0,0.0,2467
7922,2024-11-26,2024,11,26,2,B6,JetBlue,ORD,Chicago,DFW,Dallas,12.8,11.5,1703
7923,2024-11-26,2024,11,26,3,NK,Spirit Airlines,JFK,New York,ATL,Atlanta,11.9,10.7,2397
7924,2024-11-26,2024,11,26,4,AA,American Airlines,DFW,Dallas,DEN,Denver,17.8,16.0,1807
7925,2024-11-26,2024,11,26,5,DL,Delta Air Lines,LAX,Los Angeles,SFO,San Francisco,12.8,11.5,2257
7926,2024-11-26,2024,11,26,6,AS,Alaska Airlines,ATL,Atlanta,DFW,Dallas,11.0,9.9,660
7927,2024-11-26,2024,11,26,7,WN,Southwest Airlines,LAX,Los Angeles,ORD,Chicago,16.0,14.4,519
7928,2024-11-26,2024,11,26,8,UA,United Airlines,SFO,San Francisco,BOS,Boston,39.2,35.3,1600
7929,2024-11-26,2024,11,26,9,UA,United Airlines,ATL,Atlanta,SFO,San Francisco,28.6,25.7,2078
7930,2024-11-26,2024,11,26,10,B6,JetBlue,ORD,Chicago,BOS,Boston,14.3,12.9,550
7931,2024-11-26,2024,11,26,11,AA,American Airlines,SFO,San Francisco,ATL,Atlanta,13.8,12.4,1787
7932,2024-11-26,2024,11,26,12,AA,American Airlines,ORD,Chicago,DFW,Dallas,12.5,11.3,2131
7933,2024-11-26,2024,11,26,13,AS,Alaska Airlines,LAX,Los Angeles,ORD,Chicago,15.8,14.2,2405
7934,2024-11-26,2024,11,26,14,WN,Southwest Airlines,DEN,Denver,JFK,New York,30.0,27.0,2325
7935,2024-11-26,2024,11,26,15,AA,American Airlines,JFK,New York,ATL,Atlanta,25.1,22.6,1630
7936,2024-11-26,2024,11,26,16,AS,Alaska Airlines,JFK,New York,LAX,Los Angeles,18.6,16.7,2126
7937,2024-11-26,2024,11,26,17,NK,Spirit Airlines,SFO,San Francisco,DEN,Denver,32.7,29.4,2499
7938,2024-11-26,2024,11,26,18,AS,Alaska Airlines,LAX,Los Angeles,DFW,Dallas,38.8,34.9,2160
7939,2024-11-26,2024,11,26,19,DL,Delta Air Lines,BOS,Boston,ORD,Chicago,40.8,36.7,548
7940,2024-11-26,2024,11,26,20,UA,United Airlines,DEN,Denver,JFK,New York,8.1,7.3,895
7941,2024-11-26,2024,11,26,21,AS,Alaska Airlines,DEN,Denver,SFO,San Francisco,15.4,13.9,1176
7942,2024-11-26,2024,11,26,22,WN,Southwest Airlines,DFW,Dallas,ATL,Atlanta,0.0,0.0,628
7943,2024-11-26,2024,11,26,23,AA,American Airlines,SFO,San Francisco,DFW,Dallas,0.0,0.0,1882
7944,2024-11-27,2024,11,27,0,B6,JetBlue,LAX,Los Angeles,DEN,Denver,10.3,9.3,2708
7945,2024-11-27,2024,11,27,1,B6,JetBlue,SFO,San Francisco,ORD,Chicago,2.0,1.8,2677
7946,2024-11-27,2024,11,27,2,AS,Alaska Airlines,DFW,Dallas,LAX,Los Angeles,23.1,20.8,956
7947,2024-11-27,2024,11,27,3,DL,Delta Air Lines,DEN,Denver,DFW,Dallas,14.2,12.8,2562
7948,2024-11-27,2024,11,27,4,WN,Southwest Airlines,SFO,San Francisco,BOS,Boston,16.3,14.7,359
7949,2024-11-27,2024,11,27,5,NK,Spirit Airlines,BOS,Boston,JFK,New York,14.9,13.4,712
7950,2024-11-27,2024,11,27,6,B6,JetBlue,JFK,New York,DFW,Dallas,26.4,23.8,944
7951,2024-11-27,2024,11,27,7,UA,United Airlines,BOS,Boston,JFK,New York,47.8,43.0,2478
7952,2024-11-27,2024,11,27,8,NK,Spirit Airlines,DEN,Denver,SFO,San Francisco,19.8,17.8,1498
7953,2024-11-27,2024,11,27,9,NK,Spirit Airlines,LAX,Los Angeles,BOS,Boston,19.8,17.8,2509
7954,2024-11-27,2024,11,27,10,DL,Delta Air Lines,SFO,San Francisco,ORD,Chicago,22.0,19.8,1354
7955,2024-11-27,2024,11,27,11,WN,Southwest Airlines,DEN,Denver,ORD,Chicago,8.5,7.7,2125
7956,2024-11-27,2024,11,27,12,DL,Delta Air Lines,SFO,San Francisco,LAX,Los Angeles,19.4,17.5,686
7957,2024-11-27,2024,11,27,13,WN,Southwest Airlines,LAX,Los Angeles,ORD,Chicago,10.8,9.7,2149
7958,2024-11-27,2024,11,27,14,AS,Alaska Airlines,JFK,New York,ATL,Atlanta,6.6,5.9,1901
7959,2024-11-27,2024,11,27,15,UA,United Airlines,DFW,Dallas,BOS,Boston,9.9,8.9,2203
7960,2024-11-27,2024,11,27,16,NK,Spirit Airlines,JFK,New York,ORD,Chicago,19.2,17.3,1821
7961,2024-11-27,2024,11,27,17,AS,Alaska Airlines,LAX,Los Angeles,ORD,Chicago,28.4,25.6,2773
7962,2024-11-27,2024,11,27,18,DL,Delta Air Lines,BOS,Boston,ATL,Atlanta,16.3,14.7,1409
7963,2024-11-27,2024,11,27,19,NK,Spirit Airlines,DFW,Dallas,BOS,Boston,24.5,22.1,2307
7964,2024-11-27,2024,11,27,20,UA,United Airlines,JFK,New York,BOS,Boston,11.6,10.4,1213
7965,2024-11-27,2024,11,27,21,UA,United Airlines,DFW,Dallas,BOS,Boston,3.7,3.3,369
7966,2024-11-27,2024,11,27,22,WN,Southwest Airlines,DEN,Denver,SFO,San Francisco,13.2,11.9,1767
7967,2024-11-27,2024,11,27,23,WN,Southwest Airlines,JFK,New York,SFO,San Francisco,2.8,2.5,2030
7968,2024-11-28,2024,11,28,0,AS,Alaska Airlines,SFO,San Francisco,ATL,Atlanta,14.4,13.0,958
7969,2024-11-28,2024,11,28,1,WN,Southwest Airlines,DFW,Dallas,ATL,Atlanta,7.8,7.0,1905
7970,2024-11-28,2024,11,28,2,B6,JetBlue,SFO,San Francisco,LAX,Los Angeles,8.8,7.9,1228
7971,2024-11-28,2024,11,28,3,UA,United Airlines,BOS,Boston,DEN,Denver,11.8,10.6,684
7972,2024-11-28,2024,11,28,4,WN,Southwest Airlines,JFK,New York,LAX,Los Angeles,7.7,6.9,776
7973,2024-11-28,2024,11,28,5,NK,Spirit Airlines,ORD,Chicago,DFW,Dallas,10.2,9.2,1994
7974,2024-11-28,2024,11,28,6,WN,Southwest Airlines,BOS,Boston,LAX,Los Angeles,27.7,24.9,1711
7975,2024-11-28,2024,11,28,7,AS,Alaska Airlines,SFO,San Francisco,DFW,Dallas,20.7,18.6,2012
7976,2024-11-28,2024,11,28,8,AS,Alaska Airlines,LAX,Los Angeles,ORD,Chicago,20.2,18.2,1718
7977,2024-11-28,2024,11,28,9,UA,United Airlines,JFK,New York,LAX,Los Angeles,22.4,20.2,242
7978,2024-11-28,2024,11,28,10,DL,Delta Air Lines,JFK,New York,DFW,Dallas,26.0,23.4,2437
7979,2024-11-28,2024,11,28,11,DL,Delta Air Lines,BOS,Boston,JFK,New York,15.4,13.9,2032
7980,2024-11-28,2024,11,28,12,WN,Southwest Airlines,DFW,Dallas,SFO,San Francisco,17.2,15.5,643
7981,2024-11-28,2024,11,28,13,NK,Spirit Airlines,ORD,Chicago,LAX,Los Angeles,25.6,23.0,848
7982,2024-11-28,2024,11,28,14,B6,JetBlue,SFO,San Francisco,ATL,Atlanta,17.9,16.1,2721
7983,2024-11-28,2024,11,28,15,DL,Delta Air Lines,JFK,New York,ATL,Atlanta,29.1,26.2,2152
7984,2024-11-28,2024,11,28,16,AA,American Airlines,DEN,Denver,ATL,Atlanta,28.8,25.9,2485
7985,2024-11-28,2024,11,28,17,DL,Delta Air Lines,SFO,San Francisco,DEN,Denver,32.4,29.2,767
7986,2024-11-28,2024,11,28,18,AS,Alaska Airlines,DEN,Denver,SFO,San Francisco,23.9,21.5,414
7987,2024-11-28,2024,11,28,19,AS,Alaska Airlines,BOS,Boston,SFO,San Francisco,26.8,24.1,1289
7988,2024-11-28,2024,11,28,20,DL,Delta Air Lines,DEN,Denver,JFK,New York,0.0,0.0,274
